"abstain","date","kind","no","notParticipating","sitting","sittingDay","term","title","topic","totalVoted","votes.MP","votes.club","votes.firstName","votes.lastName","votes.secondName","votes.vote","votingNumber","yes"
0,"2024-01-17T16:58:40","ELECTRONIC",240,22,2,2,10,"2. posiedzenie Sejmu RP w dniach 16 i 17 stycznia 2024 r.","Wniosek o przerwę",435,1,"PiS","Andrzej","Adamczyk","Mieczysław","YES",19,195
0,"2024-01-17T16:58:40","ELECTRONIC",240,22,2,2,10,"2. posiedzenie Sejmu RP w dniach 16 i 17 stycznia 2024 r.","Wniosek o przerwę",435,2,"KO","Piotr","Adamowicz",NA,"NO",19,195
0,"2024-01-17T16:58:40","ELECTRONIC",240,22,2,2,10,"2. posiedzenie Sejmu RP w dniach 16 i 17 stycznia 2024 r.","Wniosek o przerwę",435,3,"PiS","Adam","Andruszkiewicz",NA,"YES",19,195
0,"2024-01-17T16:58:40","ELECTRONIC",240,22,2,2,10,"2. posiedzenie Sejmu RP w dniach 16 i 17 stycznia 2024 r.","Wniosek o przerwę",435,4,"PiS","Waldemar","Andzel","Franciszek","YES",19,195
0,"2024-01-17T16:58:40","ELECTRONIC",240,22,2,2,10,"2. posiedzenie Sejmu RP w dniach 16 i 17 stycznia 2024 r.","Wniosek o przerwę",435,5,"PiS","Dorota","Arciszewska-Mielewczyk","Irvina","YES",19,195
0,"2024-01-17T16:58:40","ELECTRONIC",240,22,2,2,10,"2. posiedzenie Sejmu RP w dniach 16 i 17 stycznia 2024 r.","Wniosek o przerwę",435,6,"PiS","Jan","Ardanowski","Krzysztof","YES",19,195
0,"2024-01-17T16:58:40","ELECTRONIC",240,22,2,2,10,"2. posiedzenie Sejmu RP w dniach 16 i 17 stycznia 2024 r.","Wniosek o przerwę",435,7,"PiS","Iwona","Arent","Ewa","YES",19,195
0,"2024-01-17T16:58:40","ELECTRONIC",240,22,2,2,10,"2. posiedzenie Sejmu RP w dniach 16 i 17 stycznia 2024 r.","Wniosek o przerwę",435,8,"KO","Bartosz","Arłukowicz","Adam","NO",19,195
0,"2024-01-17T16:58:40","ELECTRONIC",240,22,2,2,10,"2. posiedzenie Sejmu RP w dniach 16 i 17 stycznia 2024 r.","Wniosek o przerwę",435,9,"PiS","Marek","Ast",NA,"YES",19,195
0,"2024-01-17T16:58:40","ELECTRONIC",240,22,2,2,10,"2. posiedzenie Sejmu RP w dniach 16 i 17 stycznia 2024 r.","Wniosek o przerwę",435,10,"KO","Urszula","Augustyn",NA,"NO",19,195
0,"2024-01-17T16:58:40","ELECTRONIC",240,22,2,2,10,"2. posiedzenie Sejmu RP w dniach 16 i 17 stycznia 2024 r.","Wniosek o przerwę",435,11,"PiS","Piotr","Babinetz","Mieczysław","YES",19,195
0,"2024-01-17T16:58:40","ELECTRONIC",240,22,2,2,10,"2. posiedzenie Sejmu RP w dniach 16 i 17 stycznia 2024 r.","Wniosek o przerwę",435,12,"PiS","Ryszard","Bartosik",NA,"YES",19,195
0,"2024-01-17T16:58:40","ELECTRONIC",240,22,2,2,10,"2. posiedzenie Sejmu RP w dniach 16 i 17 stycznia 2024 r.","Wniosek o przerwę",435,13,"PSL-TD","Władysław","Bartoszewski","Teofil","NO",19,195
0,"2024-01-17T16:58:40","ELECTRONIC",240,22,2,2,10,"2. posiedzenie Sejmu RP w dniach 16 i 17 stycznia 2024 r.","Wniosek o przerwę",435,14,"PiS","Barbara","Bartuś","Halina","YES",19,195
0,"2024-01-17T16:58:40","ELECTRONIC",240,22,2,2,10,"2. posiedzenie Sejmu RP w dniach 16 i 17 stycznia 2024 r.","Wniosek o przerwę",435,15,"PSL-TD","Paweł","Bejda","Jan","NO",19,195
0,"2024-01-17T16:58:40","ELECTRONIC",240,22,2,2,10,"2. posiedzenie Sejmu RP w dniach 16 i 17 stycznia 2024 r.","Wniosek o przerwę",435,16,"Konfederacja","Konrad","Berkowicz","Szczepan","YES",19,195
0,"2024-01-17T16:58:40","ELECTRONIC",240,22,2,2,10,"2. posiedzenie Sejmu RP w dniach 16 i 17 stycznia 2024 r.","Wniosek o przerwę",435,17,"KO","Sylwia","Bielawska","Alina","NO",19,195
0,"2024-01-17T16:58:40","ELECTRONIC",240,22,2,2,10,"2. posiedzenie Sejmu RP w dniach 16 i 17 stycznia 2024 r.","Wniosek o przerwę",435,18,"PSL-TD","Marek","Biernacki",NA,"NO",19,195
0,"2024-01-17T16:58:40","ELECTRONIC",240,22,2,2,10,"2. posiedzenie Sejmu RP w dniach 16 i 17 stycznia 2024 r.","Wniosek o przerwę",435,19,"KO","Paweł","Bliźniuk","Kazimierz","NO",19,195
0,"2024-01-17T16:58:40","ELECTRONIC",240,22,2,2,10,"2. posiedzenie Sejmu RP w dniach 16 i 17 stycznia 2024 r.","Wniosek o przerwę",435,20,"PiS","Mariusz","Błaszczak",NA,"YES",19,195
0,"2024-01-17T16:58:40","ELECTRONIC",240,22,2,2,10,"2. posiedzenie Sejmu RP w dniach 16 i 17 stycznia 2024 r.","Wniosek o przerwę",435,21,"KO","Mateusz","Bochenek",NA,"NO",19,195
