"abstain","date","kind","no","notParticipating","sitting","sittingDay","term","title","topic","totalVoted","votes.MP","votes.club","votes.firstName","votes.lastName","votes.secondName","votes.vote","votingNumber","yes"
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,1,"PiS","Andrzej","Adamczyk","Mieczysław","YES",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,2,"KO","Piotr","Adamowicz",NA,"NO",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,3,"PiS","Adam","Andruszkiewicz",NA,"YES",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,4,"PiS","Waldemar","Andzel","Franciszek","YES",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,5,"PiS","Dorota","Arciszewska-Mielewczyk","Irvina","YES",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,6,"PiS","Jan","Ardanowski","Krzysztof","ABSENT",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,7,"PiS","Iwona","Arent","Ewa","YES",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,8,"KO","Bartosz","Arłukowicz","Adam","NO",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,9,"PiS","Marek","Ast",NA,"YES",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,10,"KO","Urszula","Augustyn",NA,"NO",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,11,"PiS","Piotr","Babinetz","Mieczysław","YES",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,12,"PiS","Ryszard","Bartosik",NA,"YES",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,13,"PSL-TD","Władysław","Bartoszewski","Teofil","NO",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,14,"PiS","Barbara","Bartuś","Halina","YES",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,15,"PSL-TD","Paweł","Bejda","Jan","NO",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,16,"Konfederacja","Konrad","Berkowicz","Szczepan","ABSENT",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,17,"KO","Sylwia","Bielawska","Alina","NO",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,18,"PSL-TD","Marek","Biernacki",NA,"NO",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,19,"KO","Paweł","Bliźniuk","Kazimierz","NO",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,20,"PiS","Mariusz","Błaszczak",NA,"YES",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,21,"KO","Mateusz","Bochenek",NA,"NO",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,22,"PiS","Rafał","Bochenek","Paweł","YES",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,23,"Polska2050-TD","Izabela","Bodnar","Anna","NO",10,195
0,"2024-02-09T09:09:19","ELECTRONIC",234,29,5,3,10,"5. posiedzenie Sejmu RP w dniach 7, 8 i 9 lutego 2024 r.","Wniosek o przerwę",429,24,"PiS","Jacek","Bogucki",NA,"ABSENT",10,195
