"abstain","date","kind","no","notParticipating","sitting","sittingDay","term","title","topic","totalVoted","votes.MP","votes.club","votes.firstName","votes.lastName","votes.secondName","votes.vote","votingNumber","yes"
2,"2024-04-12T14:42:30","ELECTRONIC",245,13,9,3,10,"Pkt. 18 Informacja Ministra Spraw Zagranicznych na temat śmierci Damiana Sobola podczas niesienia przez niego pomocy humanitarnej ofiarom konfliktu w Strefie Gazy","wniosek o odrzucenie informacji",444,1,"PiS","Andrzej","Adamczyk","Mieczysław","YES",32,197
2,"2024-04-12T14:42:30","ELECTRONIC",245,13,9,3,10,"Pkt. 18 Informacja Ministra Spraw Zagranicznych na temat śmierci Damiana Sobola podczas niesienia przez niego pomocy humanitarnej ofiarom konfliktu w Strefie Gazy","wniosek o odrzucenie informacji",444,2,"KO","Piotr","Adamowicz",NA,"NO",32,197
2,"2024-04-12T14:42:30","ELECTRONIC",245,13,9,3,10,"Pkt. 18 Informacja Ministra Spraw Zagranicznych na temat śmierci Damiana Sobola podczas niesienia przez niego pomocy humanitarnej ofiarom konfliktu w Strefie Gazy","wniosek o odrzucenie informacji",444,3,"PiS","Adam","Andruszkiewicz",NA,"YES",32,197
2,"2024-04-12T14:42:30","ELECTRONIC",245,13,9,3,10,"Pkt. 18 Informacja Ministra Spraw Zagranicznych na temat śmierci Damiana Sobola podczas niesienia przez niego pomocy humanitarnej ofiarom konfliktu w Strefie Gazy","wniosek o odrzucenie informacji",444,4,"PiS","Waldemar","Andzel","Franciszek","YES",32,197
2,"2024-04-12T14:42:30","ELECTRONIC",245,13,9,3,10,"Pkt. 18 Informacja Ministra Spraw Zagranicznych na temat śmierci Damiana Sobola podczas niesienia przez niego pomocy humanitarnej ofiarom konfliktu w Strefie Gazy","wniosek o odrzucenie informacji",444,5,"PiS","Dorota","Arciszewska-Mielewczyk","Irvina","YES",32,197
2,"2024-04-12T14:42:30","ELECTRONIC",245,13,9,3,10,"Pkt. 18 Informacja Ministra Spraw Zagranicznych na temat śmierci Damiana Sobola podczas niesienia przez niego pomocy humanitarnej ofiarom konfliktu w Strefie Gazy","wniosek o odrzucenie informacji",444,6,"PiS","Jan","Ardanowski","Krzysztof","YES",32,197
2,"2024-04-12T14:42:30","ELECTRONIC",245,13,9,3,10,"Pkt. 18 Informacja Ministra Spraw Zagranicznych na temat śmierci Damiana Sobola podczas niesienia przez niego pomocy humanitarnej ofiarom konfliktu w Strefie Gazy","wniosek o odrzucenie informacji",444,7,"PiS","Iwona","Arent","Ewa","YES",32,197
2,"2024-04-12T14:42:30","ELECTRONIC",245,13,9,3,10,"Pkt. 18 Informacja Ministra Spraw Zagranicznych na temat śmierci Damiana Sobola podczas niesienia przez niego pomocy humanitarnej ofiarom konfliktu w Strefie Gazy","wniosek o odrzucenie informacji",444,8,"KO","Bartosz","Arłukowicz","Adam","NO",32,197
2,"2024-04-12T14:42:30","ELECTRONIC",245,13,9,3,10,"Pkt. 18 Informacja Ministra Spraw Zagranicznych na temat śmierci Damiana Sobola podczas niesienia przez niego pomocy humanitarnej ofiarom konfliktu w Strefie Gazy","wniosek o odrzucenie informacji",444,9,"PiS","Marek","Ast",NA,"YES",32,197
2,"2024-04-12T14:42:30","ELECTRONIC",245,13,9,3,10,"Pkt. 18 Informacja Ministra Spraw Zagranicznych na temat śmierci Damiana Sobola podczas niesienia przez niego pomocy humanitarnej ofiarom konfliktu w Strefie Gazy","wniosek o odrzucenie informacji",444,10,"KO","Urszula","Augustyn",NA,"NO",32,197
2,"2024-04-12T14:42:30","ELECTRONIC",245,13,9,3,10,"Pkt. 18 Informacja Ministra Spraw Zagranicznych na temat śmierci Damiana Sobola podczas niesienia przez niego pomocy humanitarnej ofiarom konfliktu w Strefie Gazy","wniosek o odrzucenie informacji",444,11,"PiS","Piotr","Babinetz","Mieczysław","YES",32,197
2,"2024-04-12T14:42:30","ELECTRONIC",245,13,9,3,10,"Pkt. 18 Informacja Ministra Spraw Zagranicznych na temat śmierci Damiana Sobola podczas niesienia przez niego pomocy humanitarnej ofiarom konfliktu w Strefie Gazy","wniosek o odrzucenie informacji",444,12,"PiS","Ryszard","Bartosik",NA,"YES",32,197
2,"2024-04-12T14:42:30","ELECTRONIC",245,13,9,3,10,"Pkt. 18 Informacja Ministra Spraw Zagranicznych na temat śmierci Damiana Sobola podczas niesienia przez niego pomocy humanitarnej ofiarom konfliktu w Strefie Gazy","wniosek o odrzucenie informacji",444,13,"PSL-TD","Władysław","Bartoszewski","Teofil","NO",32,197
2,"2024-04-12T14:42:30","ELECTRONIC",245,13,9,3,10,"Pkt. 18 Informacja Ministra Spraw Zagranicznych na temat śmierci Damiana Sobola podczas niesienia przez niego pomocy humanitarnej ofiarom konfliktu w Strefie Gazy","wniosek o odrzucenie informacji",444,14,"PiS","Barbara","Bartuś","Halina","YES",32,197
2,"2024-04-12T14:42:30","ELECTRONIC",245,13,9,3,10,"Pkt. 18 Informacja Ministra Spraw Zagranicznych na temat śmierci Damiana Sobola podczas niesienia przez niego pomocy humanitarnej ofiarom konfliktu w Strefie Gazy","wniosek o odrzucenie informacji",444,15,"PSL-TD","Paweł","Bejda","Jan","NO",32,197
2,"2024-04-12T14:42:30","ELECTRONIC",245,13,9,3,10,"Pkt. 18 Informacja Ministra Spraw Zagranicznych na temat śmierci Damiana Sobola podczas niesienia przez niego pomocy humanitarnej ofiarom konfliktu w Strefie Gazy","wniosek o odrzucenie informacji",444,16,"Konfederacja","Konrad","Berkowicz","Szczepan","ABSENT",32,197
2,"2024-04-12T14:42:30","ELECTRONIC",245,13,9,3,10,"Pkt. 18 Informacja Ministra Spraw Zagranicznych na temat śmierci Damiana Sobola podczas niesienia przez niego pomocy humanitarnej ofiarom konfliktu w Strefie Gazy","wniosek o odrzucenie informacji",444,17,"KO","Sylwia","Bielawska","Alina","NO",32,197
2,"2024-04-12T14:42:30","ELECTRONIC",245,13,9,3,10,"Pkt. 18 Informacja Ministra Spraw Zagranicznych na temat śmierci Damiana Sobola podczas niesienia przez niego pomocy humanitarnej ofiarom konfliktu w Strefie Gazy","wniosek o odrzucenie informacji",444,18,"PSL-TD","Marek","Biernacki",NA,"NO",32,197
