"abstain","date","description","kind","no","notParticipating","sitting","sittingDay","term","title","topic","totalVoted","votes.MP","votes.club","votes.firstName","votes.lastName","votes.secondName","votes.vote","votingNumber","yes"
1,"2024-02-09T09:42:51","całość projektu ustawy","ELECTRONIC",15,28,5,3,10,"Pkt. 9 Sprawozdanie Komisji o rządowym projekcie ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druki nr 188, 196 i 196-A)","głosowanie nad całością projektu.",430,1,"PiS","Andrzej","Adamczyk","Mieczysław","YES",28,414
1,"2024-02-09T09:42:51","całość projektu ustawy","ELECTRONIC",15,28,5,3,10,"Pkt. 9 Sprawozdanie Komisji o rządowym projekcie ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druki nr 188, 196 i 196-A)","głosowanie nad całością projektu.",430,2,"KO","Piotr","Adamowicz",NA,"YES",28,414
1,"2024-02-09T09:42:51","całość projektu ustawy","ELECTRONIC",15,28,5,3,10,"Pkt. 9 Sprawozdanie Komisji o rządowym projekcie ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druki nr 188, 196 i 196-A)","głosowanie nad całością projektu.",430,3,"PiS","Adam","Andruszkiewicz",NA,"YES",28,414
1,"2024-02-09T09:42:51","całość projektu ustawy","ELECTRONIC",15,28,5,3,10,"Pkt. 9 Sprawozdanie Komisji o rządowym projekcie ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druki nr 188, 196 i 196-A)","głosowanie nad całością projektu.",430,4,"PiS","Waldemar","Andzel","Franciszek","YES",28,414
1,"2024-02-09T09:42:51","całość projektu ustawy","ELECTRONIC",15,28,5,3,10,"Pkt. 9 Sprawozdanie Komisji o rządowym projekcie ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druki nr 188, 196 i 196-A)","głosowanie nad całością projektu.",430,5,"PiS","Dorota","Arciszewska-Mielewczyk","Irvina","YES",28,414
1,"2024-02-09T09:42:51","całość projektu ustawy","ELECTRONIC",15,28,5,3,10,"Pkt. 9 Sprawozdanie Komisji o rządowym projekcie ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druki nr 188, 196 i 196-A)","głosowanie nad całością projektu.",430,6,"PiS","Jan","Ardanowski","Krzysztof","ABSENT",28,414
1,"2024-02-09T09:42:51","całość projektu ustawy","ELECTRONIC",15,28,5,3,10,"Pkt. 9 Sprawozdanie Komisji o rządowym projekcie ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druki nr 188, 196 i 196-A)","głosowanie nad całością projektu.",430,7,"PiS","Iwona","Arent","Ewa","YES",28,414
1,"2024-02-09T09:42:51","całość projektu ustawy","ELECTRONIC",15,28,5,3,10,"Pkt. 9 Sprawozdanie Komisji o rządowym projekcie ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druki nr 188, 196 i 196-A)","głosowanie nad całością projektu.",430,8,"KO","Bartosz","Arłukowicz","Adam","YES",28,414
1,"2024-02-09T09:42:51","całość projektu ustawy","ELECTRONIC",15,28,5,3,10,"Pkt. 9 Sprawozdanie Komisji o rządowym projekcie ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druki nr 188, 196 i 196-A)","głosowanie nad całością projektu.",430,9,"PiS","Marek","Ast",NA,"YES",28,414
1,"2024-02-09T09:42:51","całość projektu ustawy","ELECTRONIC",15,28,5,3,10,"Pkt. 9 Sprawozdanie Komisji o rządowym projekcie ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druki nr 188, 196 i 196-A)","głosowanie nad całością projektu.",430,10,"KO","Urszula","Augustyn",NA,"YES",28,414
1,"2024-02-09T09:42:51","całość projektu ustawy","ELECTRONIC",15,28,5,3,10,"Pkt. 9 Sprawozdanie Komisji o rządowym projekcie ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druki nr 188, 196 i 196-A)","głosowanie nad całością projektu.",430,11,"PiS","Piotr","Babinetz","Mieczysław","YES",28,414
1,"2024-02-09T09:42:51","całość projektu ustawy","ELECTRONIC",15,28,5,3,10,"Pkt. 9 Sprawozdanie Komisji o rządowym projekcie ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druki nr 188, 196 i 196-A)","głosowanie nad całością projektu.",430,12,"PiS","Ryszard","Bartosik",NA,"YES",28,414
1,"2024-02-09T09:42:51","całość projektu ustawy","ELECTRONIC",15,28,5,3,10,"Pkt. 9 Sprawozdanie Komisji o rządowym projekcie ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druki nr 188, 196 i 196-A)","głosowanie nad całością projektu.",430,13,"PSL-TD","Władysław","Bartoszewski","Teofil","YES",28,414
