"abstain","date","kind","no","notParticipating","sitting","sittingDay","term","title","topic","totalVoted","votes.MP","votes.club","votes.firstName","votes.lastName","votes.secondName","votes.vote","votingNumber","yes"
0,"2024-01-18T09:39:44","ELECTRONIC",191,25,3,1,10,"Pkt. 2 Sprawozdanie Komisji o rządowym projekcie ustawy budżetowej na rok 2024 (druki nr 125, 144 i 144-A) - trzecie czytanie","poprawka 2",432,1,"PiS","Andrzej","Adamczyk","Mieczysław","NO",4,241
0,"2024-01-18T09:39:44","ELECTRONIC",191,25,3,1,10,"Pkt. 2 Sprawozdanie Komisji o rządowym projekcie ustawy budżetowej na rok 2024 (druki nr 125, 144 i 144-A) - trzecie czytanie","poprawka 2",432,2,"KO","Piotr","Adamowicz",NA,"ABSENT",4,241
0,"2024-01-18T09:39:44","ELECTRONIC",191,25,3,1,10,"Pkt. 2 Sprawozdanie Komisji o rządowym projekcie ustawy budżetowej na rok 2024 (druki nr 125, 144 i 144-A) - trzecie czytanie","poprawka 2",432,3,"PiS","Adam","Andruszkiewicz",NA,"NO",4,241
0,"2024-01-18T09:39:44","ELECTRONIC",191,25,3,1,10,"Pkt. 2 Sprawozdanie Komisji o rządowym projekcie ustawy budżetowej na rok 2024 (druki nr 125, 144 i 144-A) - trzecie czytanie","poprawka 2",432,4,"PiS","Waldemar","Andzel","Franciszek","NO",4,241
0,"2024-01-18T09:39:44","ELECTRONIC",191,25,3,1,10,"Pkt. 2 Sprawozdanie Komisji o rządowym projekcie ustawy budżetowej na rok 2024 (druki nr 125, 144 i 144-A) - trzecie czytanie","poprawka 2",432,5,"PiS","Dorota","Arciszewska-Mielewczyk","Irvina","NO",4,241
0,"2024-01-18T09:39:44","ELECTRONIC",191,25,3,1,10,"Pkt. 2 Sprawozdanie Komisji o rządowym projekcie ustawy budżetowej na rok 2024 (druki nr 125, 144 i 144-A) - trzecie czytanie","poprawka 2",432,6,"PiS","Jan","Ardanowski","Krzysztof","NO",4,241
0,"2024-01-18T09:39:44","ELECTRONIC",191,25,3,1,10,"Pkt. 2 Sprawozdanie Komisji o rządowym projekcie ustawy budżetowej na rok 2024 (druki nr 125, 144 i 144-A) - trzecie czytanie","poprawka 2",432,7,"PiS","Iwona","Arent","Ewa","NO",4,241
0,"2024-01-18T09:39:44","ELECTRONIC",191,25,3,1,10,"Pkt. 2 Sprawozdanie Komisji o rządowym projekcie ustawy budżetowej na rok 2024 (druki nr 125, 144 i 144-A) - trzecie czytanie","poprawka 2",432,8,"KO","Bartosz","Arłukowicz","Adam","YES",4,241
0,"2024-01-18T09:39:44","ELECTRONIC",191,25,3,1,10,"Pkt. 2 Sprawozdanie Komisji o rządowym projekcie ustawy budżetowej na rok 2024 (druki nr 125, 144 i 144-A) - trzecie czytanie","poprawka 2",432,9,"PiS","Marek","Ast",NA,"NO",4,241
0,"2024-01-18T09:39:44","ELECTRONIC",191,25,3,1,10,"Pkt. 2 Sprawozdanie Komisji o rządowym projekcie ustawy budżetowej na rok 2024 (druki nr 125, 144 i 144-A) - trzecie czytanie","poprawka 2",432,10,"KO","Urszula","Augustyn",NA,"YES",4,241
