"abstain","date","description","kind","no","notParticipating","sitting","sittingDay","term","title","topic","totalVoted","votes.MP","votes.club","votes.firstName","votes.lastName","votes.secondName","votes.vote","votingNumber","yes"
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,1,"PiS","Andrzej","Adamczyk","Mieczysław","NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,2,"KO","Piotr","Adamowicz",NA,"NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,3,"PiS","Adam","Andruszkiewicz",NA,"NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,4,"PiS","Waldemar","Andzel","Franciszek","NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,5,"PiS","Dorota","Arciszewska-Mielewczyk","Irvina","NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,6,"PiS","Jan","Ardanowski","Krzysztof","NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,7,"PiS","Iwona","Arent","Ewa","NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,8,"KO","Bartosz","Arłukowicz","Adam","NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,9,"PiS","Marek","Ast",NA,"NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,10,"KO","Urszula","Augustyn",NA,"NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,11,"PiS","Piotr","Babinetz","Mieczysław","NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,12,"PiS","Ryszard","Bartosik",NA,"NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,13,"PSL-TD","Władysław","Bartoszewski","Teofil","NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,14,"PiS","Barbara","Bartuś","Halina","NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,15,"PSL-TD","Paweł","Bejda","Jan","NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,16,"Konfederacja","Konrad","Berkowicz","Szczepan","YES",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,17,"KO","Sylwia","Bielawska","Alina","NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,18,"PSL-TD","Marek","Biernacki",NA,"NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,19,"KO","Paweł","Bliźniuk","Kazimierz","NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,20,"PiS","Mariusz","Błaszczak",NA,"NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,21,"KO","Mateusz","Bochenek",NA,"NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,22,"PiS","Rafał","Bochenek","Paweł","NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,23,"Polska2050-TD","Izabela","Bodnar","Anna","NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,24,"PiS","Jacek","Bogucki",NA,"YES",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,25,"PiS","Zbigniew","Bogucki",NA,"NO",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,26,"KO","Krzysztof","Bojarski",NA,"ABSENT",4,16
0,"2024-02-07T12:33:49","wniosek o odrzucenie projektu ustawy w pierwszym czytaniu","ELECTRONIC",391,51,5,1,10,"Pkt. 1 Pierwsze czytanie rządowego projektu ustawy o zmianie ustawy o pomocy obywatelom Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa, ustawy o podatku dochodowym od osób fizycznych oraz ustawy o podatku dochodowym od osób prawnych (druk nr 188)","wniosek o odrzucenie projektu w pierwszym czytaniu.",407,27,"PiS","Joanna","Borowiak","Beata","NO",4,16
