"abstain","date","description","kind","no","notParticipating","sitting","sittingDay","term","title","topic","totalVoted","votes.MP","votes.club","votes.firstName","votes.lastName","votes.listVotes.1","votes.listVotes.2","votes.secondName","votes.vote","votingNumber","votingOptions.option","votingOptions.optionIndex","votingOptions.votes","yes"
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459, 90,"Nowa_Lewica","Krzysztof","Gawkowski",YES,NO,"Kamil","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459, 91,"KO","Zdzisław","Gawlik",YES,NO,NA,"VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459, 92,"PiS","Andrzej","Gawron",NO,YES,"Janusz","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459, 93,"PiS","Grzegorz","Gaża",NO,YES,"Krzysztof","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459, 94,"KO","Elżbieta","Gelert",YES,NO,"Kazimiera","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459, 95,"PiS","Anna","Gembicka",NO,YES,"Urszula","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459, 96,"KO","Artur","Gierada",YES,NO,"Daniel","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459, 97,"KO","Roman","Giertych",YES,NO,"Jacek","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459, 98,"KO","Włodzisław","Giziński",YES,NO,NA,"VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459, 99,"PiS","Szymon","Giżyński",NO,YES,"Stanisław","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,100,"PiS","Piotr","Gliński",NO,YES,"Tadeusz","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,101,"KO","Tomasz","Głogowski",YES,NO,"Marian","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,102,"KO","Piotr","Głowski",YES,NO,"Krzysztof","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,103,"KO","Marta","Golbik",YES,NO,"Joanna","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,104,"PiS","Małgorzata","Golińska",NO,YES,"Joanna","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,105,"PiS","Kazimierz","Gołojuch",NO,YES,"Edward","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,106,"Polska2050","Adam","Gomoła",YES,NO,"Michał","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,107,"PiS","Robert","Gontarz",NO,YES,NA,"VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,108,"KO","Stanisław","Gorczyca",YES,NO,"Andrzej","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,109,"PiS","Mariusz","Gosek",NO,YES,"Marek","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,110,"Nowa_Lewica","Daria","Gosek-Popiołek",YES,NO,"Iwona","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,111,"PiS","Małgorzata","Gosiewska",NO,YES,"Maria","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,112,"Polska2050","Piotr","Górnikiewicz",YES,NO,"Tadeusz","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,113,"PiS","Agnieszka","Górska",NO,YES,"Beata","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,114,"KO","Krzysztof","Grabczuk",YES,NO,NA,"VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,115,"KO","Jan","Grabiec",YES,NO,"Stanisław","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,116,"PiS","Marcin","Grabowski",NO,YES,NA,"VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,117,"Polska2050","Michał","Gramatyka",YES,NO,"Sebastian","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,118,"KO","Małgorzata","Gromadzka",YES,NO,NA,"VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,119,"PiS","Marek","Gróbarczyk",NO,YES,NA,"VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,120,"PSL","Andrzej","Grzyb",YES,NO,"Marian","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,121,"PiS","Andrzej","Gut-Mostowy",NO,YES,NA,"VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,122,"PiS","Kazimierz","Gwiazdowski",NO,YES,NA,"VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,123,"PiS","Marcin","Gwóźdź",NO,YES,"Piotr","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,124,"KO","Marek","Gzik",YES,NO,"Krzysztof","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,125,"KO","Krzysztof","Habura",YES,NO,"Stefan","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,126,"KO","Agnieszka","Hanajczyk",YES,NO,"Małgorzata","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,127,"KO","Iwona","Hartwich",YES,NO,NA,"VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,128,"Polska2050","Paulina","Hennig-Kloska",YES,NO,NA,"VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,129,"PSL","Krzysztof","Hetman",YES,NO,"Andrzej","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,130,"PiS","Czesław","Hoc",NO,YES,NA,"VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,131,"PiS","Zbigniew","Hoffmann",NO,YES,"Grzegorz","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,132,"KO","Marek","Hok",YES,NO,"Tomasz","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,133,"Polska2050","Szymon","Hołownia",YES,NO,"Franciszek","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,134,"PiS","Marcin","Horała",NO,YES,"Michał","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,135,"KO","Łukasz","Horbatowski",YES,NO,NA,"VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,136,"PiS","Paweł","Hreniak",NO,YES,"Marek","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,137,"PiS","Paweł","Jabłoński",NO,YES,NA,"VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,138,"KO","Klaudia","Jachira",YES,NO,"Krystyna","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,139,"PiS","Marek","Jakubiak",NO,YES,NA,"VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,140,"KO","Maria","Janyska",YES,NO,"Małgorzata","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,141,"KO","Michał","Jaros",YES,NO,NA,"VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,142,"KO","Patryk","Jaskulski",YES,NO,"Bartłomiej","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,143,"KO","Danuta","Jazłowiecka",YES,NO,"Maria","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,144,"KO","Dariusz","Joński",YES,NO,NA,"VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,145,"KO","Marcin","Józefaciuk",YES,NO,NA,"VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,146,"PiS","Norbert","Kaczmarczyk",NO,YES,"Jakub","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,147,"PiS","Filip","Kaczyński",NO,YES,"Roman","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,148,"PiS","Jarosław","Kaczyński",NO,YES,"Aleksander","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,149,"PiS","Piotr","Kaleta",NO,YES,"Marek","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,150,"PiS","Sebastian","Kaleta",NO,YES,"Jerzy","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,151,"PiS","Mariusz","Kałużny",NO,YES,NA,"VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,152,"PiS","Mariusz","Kamiński",NO,YES,NA,"VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,153,"KO","Piotr","Kandyba",YES,NO,NA,"VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,154,"PiS","Jan","Kanthak",NO,YES,"Jakub","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,155,"PiS","Fryderyk","Kapinos",NO,YES,"Sylwester","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,156,"KO","Jacek","Karnowski",YES,NO,"Karnowski","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,157,"KO","Iwona","Karolewska",YES,NO,NA,"VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,158,"Polska2050","Rafał","Kasprzyk",YES,NO,"Marcin","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,159,"PSL","Henryk","Kiepura",YES,NO,NA,"VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,160,"KO","Marcin","Kierwiński",YES,NO,"Piotr","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,161,"KO","Katarzyna","Kierzek-Koperska",YES,NO,"Renata","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,162,"PSL","Dariusz","Klimczak",YES,NO,NA,"VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,163,"KO","Joanna","Kluzik-Rostkowska",YES,NO,"Grażyna","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,164,"PSL","Agnieszka","Kłopotek",YES,NO,"Maria","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,165,"PiS","Łukasz","Kmita",NO,YES,"Marek","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,166,"Polska2050","Michał","Kobosko",YES,NO,"Andrzej","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,167,"PiS","Maria","Koc",NO,YES,"Zofia","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,168,"KO","Ewa","Kołodziej",YES,NO,"Edyta","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,169,"KO","Magdalena","Kołodziejczak",YES,NO,"Małgorzata","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,170,"KO","Michał","Kołodziejczak",YES,NO,NA,"VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,171,"Polska2050","Rafał","Komarewicz",YES,NO,"Paweł","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,172,"Nowa_Lewica","Maciej","Konieczny",YES,NO,NA,"VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,173,"KO","Zbigniew","Konwiński",YES,NO,"Marek","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,174,"PSL","Władysław","Kosiniak-Kamysz",YES,NO,"Marcin","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,175,"KO","Tomasz","Kostuś",YES,NO,"Tadeusz","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,176,"PiS","Andrzej","Kosztowniak",NO,YES,"Tomasz","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,177,"Nowa_Lewica","Katarzyna","Kotula",YES,NO,NA,"VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,178,"KO","Paweł","Kowal",YES,NO,NA,"VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,179,"PiS","Henryk","Kowalczyk",NO,YES,NA,"VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,180,"PiS","Janusz","Kowalski",NO,YES,"Marcin","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,181,"PiS","Bartosz","Kownacki",NO,YES,"Józef","VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,182,"KO","Iwona","Kozłowska",YES,NO,"Maria","VOTE_VALID",1,"WITEK ELŻBIETA",2,193,0
0,"2023-11-13T15:17:22","wybór Marszałka Sejmu","ON_LIST",0,1,1,1,10,"Wybór Marszałka Sejmu RP","Wybór Marszałka Sejmu RP",459,183,"PSL","Stefan","Krajewski",YES,NO,NA,"VOTE_VALID",1,"HOŁOWNIA SZYMON",1,265,0
