"abstain","date","kind","no","notParticipating","sitting","sittingDay","term","title","topic","totalVoted","votes.MP","votes.club","votes.firstName","votes.lastName","votes.secondName","votes.vote","votingNumber","yes"
0,"2024-03-20T18:25:41","ELECTRONIC",249,31,8,1,10,"8. posiedzenie Sejmu RP w dniach 20 i 21 marca 2024 r.","Wniosek o przerwę",428,1,"PiS","Andrzej","Adamczyk","Mieczysław","NO",5,179
0,"2024-03-20T18:25:41","ELECTRONIC",249,31,8,1,10,"8. posiedzenie Sejmu RP w dniach 20 i 21 marca 2024 r.","Wniosek o przerwę",428,2,"KO","Piotr","Adamowicz",NA,"NO",5,179
0,"2024-03-20T18:25:41","ELECTRONIC",249,31,8,1,10,"8. posiedzenie Sejmu RP w dniach 20 i 21 marca 2024 r.","Wniosek o przerwę",428,3,"PiS","Adam","Andruszkiewicz",NA,"YES",5,179
0,"2024-03-20T18:25:41","ELECTRONIC",249,31,8,1,10,"8. posiedzenie Sejmu RP w dniach 20 i 21 marca 2024 r.","Wniosek o przerwę",428,4,"PiS","Waldemar","Andzel","Franciszek","YES",5,179
0,"2024-03-20T18:25:41","ELECTRONIC",249,31,8,1,10,"8. posiedzenie Sejmu RP w dniach 20 i 21 marca 2024 r.","Wniosek o przerwę",428,5,"PiS","Dorota","Arciszewska-Mielewczyk","Irvina","YES",5,179
0,"2024-03-20T18:25:41","ELECTRONIC",249,31,8,1,10,"8. posiedzenie Sejmu RP w dniach 20 i 21 marca 2024 r.","Wniosek o przerwę",428,6,"PiS","Jan","Ardanowski","Krzysztof","YES",5,179
0,"2024-03-20T18:25:41","ELECTRONIC",249,31,8,1,10,"8. posiedzenie Sejmu RP w dniach 20 i 21 marca 2024 r.","Wniosek o przerwę",428,7,"PiS","Iwona","Arent","Ewa","YES",5,179
0,"2024-03-20T18:25:41","ELECTRONIC",249,31,8,1,10,"8. posiedzenie Sejmu RP w dniach 20 i 21 marca 2024 r.","Wniosek o przerwę",428,8,"KO","Bartosz","Arłukowicz","Adam","NO",5,179
0,"2024-03-20T18:25:41","ELECTRONIC",249,31,8,1,10,"8. posiedzenie Sejmu RP w dniach 20 i 21 marca 2024 r.","Wniosek o przerwę",428,9,"PiS","Marek","Ast",NA,"YES",5,179
0,"2024-03-20T18:25:41","ELECTRONIC",249,31,8,1,10,"8. posiedzenie Sejmu RP w dniach 20 i 21 marca 2024 r.","Wniosek o przerwę",428,10,"KO","Urszula","Augustyn",NA,"NO",5,179
0,"2024-03-20T18:25:41","ELECTRONIC",249,31,8,1,10,"8. posiedzenie Sejmu RP w dniach 20 i 21 marca 2024 r.","Wniosek o przerwę",428,11,"PiS","Piotr","Babinetz","Mieczysław","YES",5,179
0,"2024-03-20T18:25:41","ELECTRONIC",249,31,8,1,10,"8. posiedzenie Sejmu RP w dniach 20 i 21 marca 2024 r.","Wniosek o przerwę",428,12,"PiS","Ryszard","Bartosik",NA,"YES",5,179
