"abstain","date","kind","no","notParticipating","sitting","sittingDay","term","title","topic","totalVoted","votes.MP","votes.club","votes.firstName","votes.lastName","votes.secondName","votes.vote","votingNumber","yes"
12,"2024-03-20T18:48:36","ELECTRONIC",421,26,8,1,10,"Pkt. 11 Sprawozdanie Komisji o uchwale Senatu w sprawie ustawy o zmianie ustawy - Prawo pocztowe oraz ustawy o zmianie ustawy - Prawo pocztowe (druki nr 265 i 266)","poprawka 2",433,1,"PiS","Andrzej","Adamczyk","Mieczysław","NO",21,0
12,"2024-03-20T18:48:36","ELECTRONIC",421,26,8,1,10,"Pkt. 11 Sprawozdanie Komisji o uchwale Senatu w sprawie ustawy o zmianie ustawy - Prawo pocztowe oraz ustawy o zmianie ustawy - Prawo pocztowe (druki nr 265 i 266)","poprawka 2",433,2,"KO","Piotr","Adamowicz",NA,"NO",21,0
12,"2024-03-20T18:48:36","ELECTRONIC",421,26,8,1,10,"Pkt. 11 Sprawozdanie Komisji o uchwale Senatu w sprawie ustawy o zmianie ustawy - Prawo pocztowe oraz ustawy o zmianie ustawy - Prawo pocztowe (druki nr 265 i 266)","poprawka 2",433,3,"PiS","Adam","Andruszkiewicz",NA,"NO",21,0
12,"2024-03-20T18:48:36","ELECTRONIC",421,26,8,1,10,"Pkt. 11 Sprawozdanie Komisji o uchwale Senatu w sprawie ustawy o zmianie ustawy - Prawo pocztowe oraz ustawy o zmianie ustawy - Prawo pocztowe (druki nr 265 i 266)","poprawka 2",433,4,"PiS","Waldemar","Andzel","Franciszek","NO",21,0
12,"2024-03-20T18:48:36","ELECTRONIC",421,26,8,1,10,"Pkt. 11 Sprawozdanie Komisji o uchwale Senatu w sprawie ustawy o zmianie ustawy - Prawo pocztowe oraz ustawy o zmianie ustawy - Prawo pocztowe (druki nr 265 i 266)","poprawka 2",433,5,"PiS","Dorota","Arciszewska-Mielewczyk","Irvina","NO",21,0
12,"2024-03-20T18:48:36","ELECTRONIC",421,26,8,1,10,"Pkt. 11 Sprawozdanie Komisji o uchwale Senatu w sprawie ustawy o zmianie ustawy - Prawo pocztowe oraz ustawy o zmianie ustawy - Prawo pocztowe (druki nr 265 i 266)","poprawka 2",433,6,"PiS","Jan","Ardanowski","Krzysztof","NO",21,0
12,"2024-03-20T18:48:36","ELECTRONIC",421,26,8,1,10,"Pkt. 11 Sprawozdanie Komisji o uchwale Senatu w sprawie ustawy o zmianie ustawy - Prawo pocztowe oraz ustawy o zmianie ustawy - Prawo pocztowe (druki nr 265 i 266)","poprawka 2",433,7,"PiS","Iwona","Arent","Ewa","NO",21,0
12,"2024-03-20T18:48:36","ELECTRONIC",421,26,8,1,10,"Pkt. 11 Sprawozdanie Komisji o uchwale Senatu w sprawie ustawy o zmianie ustawy - Prawo pocztowe oraz ustawy o zmianie ustawy - Prawo pocztowe (druki nr 265 i 266)","poprawka 2",433,8,"KO","Bartosz","Arłukowicz","Adam","NO",21,0
12,"2024-03-20T18:48:36","ELECTRONIC",421,26,8,1,10,"Pkt. 11 Sprawozdanie Komisji o uchwale Senatu w sprawie ustawy o zmianie ustawy - Prawo pocztowe oraz ustawy o zmianie ustawy - Prawo pocztowe (druki nr 265 i 266)","poprawka 2",433,9,"PiS","Marek","Ast",NA,"NO",21,0
12,"2024-03-20T18:48:36","ELECTRONIC",421,26,8,1,10,"Pkt. 11 Sprawozdanie Komisji o uchwale Senatu w sprawie ustawy o zmianie ustawy - Prawo pocztowe oraz ustawy o zmianie ustawy - Prawo pocztowe (druki nr 265 i 266)","poprawka 2",433,10,"KO","Urszula","Augustyn",NA,"NO",21,0
